## 토큰, 레이블 구분자 : \t
## 토큰 구분자 : \n
## 문장 구분자 : \n\n
## 주석 : ##
## 컬럼명 : CHAR	NE_TAG
## klue-ner-v1_train_00000_wikitree	특히 <영동고속도로:LC> <강릉:LC> 방향 <문막휴게소:LC>에서 <만종분기점:LC>까지 <5km:QT> 구간에는 승용차 전용 임시 갓길차로제를 운영하기로 했다.
방	O
의	O
 	O
미	O
녀	O
 	O
주	O
제	O
곡	O
 	O
들	O
으	O
면	O
 	O
너	O
무	O
아	O
련	O
해	O
 	O
눈	O
물	O
이	O
난	O
다	O
 	O
1	B-DT
0	I-DT
년	I-DT
이	O
 	O
지	O
난	O
 	O
지	O
금	O
도	O
 	O
.	O
.	O
다	O
아	O
는	O
 	O
스	O
토	O
리	O
 	O
다	O
아	O
는	O
장	O
면	O
인	O
데	O
도	O
 	O
볼	O
때	O
마	O
다	O
 	O
가	O
슴	O
이	O
 	O
아	O
픈	O
데	O
.	O
스	O
토	O
리	O
 	O
연	O
출	O
 	O
연	O
기	O
력	O
 	O
뭐	O
하	O
나	O
 	O
빠	O
지	O
는	O
거	O
없	O
는	O
 	O
대	O
작	O
인	O
데	O
 	O
평	O
점	O
 	O
왜	O
이	O
럼	O
ᅳ	O
ᅳ	O
난	O
 	O
학	O
생	O
때	O
봐	O
도	O
 	O
울	O
면	O
서	O
봤	O
었	O
는	O
데	O
.	O
.	O
.	O
초	O
딩	O
러	O
쉬	O
인	O
가	O

## klue-ner-v1_train_04038_nsmc	깊은 영화여운이 가시질 않는다 배우 <최민식:PS>..정말 훌륭하다
깊	O
은	O
 	O
영	O
화	O
여	O
운	O
이	O
 	O
가	O
시	O
질	O
 	O
않	O
는	O
다	O
 	O
배	O
우	O
 	O
최	B-PS
민	I-PS
식	I-PS
.	O
.	O
정	O
말	O
 	O
훌	O
륭	O
하	O
다	O

## klue-ner-v1_train_04039_wikitree	애초 지난 시즌 우승팀인 <뮌헨:OG>이 과거 <독일:LC> 원정에서 부진한 모습을 자주 보였던 <레알 마드리드:OG>를 누를 것이라는 예상이 많았지만 효율성 측면에서 압도적 우위를 점한 <레알 마드리드:OG>의 완승으로 끝났다.
애	O
초	O
 	O
지	O
난	O
 	O
시	O
즌	O
 	O
우	O
승	O
팀	O
인	O
 	O
뮌	B-OG
헨	I-OG
이	O
 	O
과	O
거	O
 	O
독	B-LC
일	I-LC
 	O
원	O
정	O
에	O
서	O
 	O
부	O
진	O
한	O
 	O
모	O
습	O
을	O
 	O
자	O
주	O
 	O
보	O
였	O
던	O
 	O
레	B-OG
알	I-OG
 	I-OG
마	I-OG
드	I-OG
리	I-OG
드	I-OG
를	O
 	O
누	O
를	O
 	O
것	O
이	O
라	O
는	O
 	O
예	O
상	O
이	O
 	O
많	O
았	O
지	O
만	O
 	O
효	O
율	O
성	O
 	O
측	O
면	O
에	O
서	O
 	O
압	O
도	O
적	O
 	O
우	O
위	O
를	O
 	O
점	O
한	O
 	O
레	B-OG
알	I-OG
 	I-OG
마	I-OG
드	I-OG
리	I-OG
드	I-OG
의	O
 	O
완	O
승	O
으	O
로	O
 	O
끝	O
났	O
다	O
.	O

## klue-ner-v1_train_04040_nsmc	<새벽 3시 30:TI>까지 안자고 봄. 진짜 쵝오!!!!!!!!!!!!!!
새	B-TI
벽	I-TI
 	I-TI
3	I-TI
시	I-TI
 	I-TI
3	I-TI
0	I-TI
까	O
지	O
 	O
안	O
자	O
고	O
 	O
봄	O
.	O
 	O
진	O
짜	O
 	O
쵝	O
오	O
!	O
!	O
!	O
!	O
!	O
!	O
!	O
!	O
!	O
!	O
!	O
!	O
!	O
!	O

## klue-ner-v1_train_04041_wikitree	<8일:DT> <새벽:TI> 위층에서 들려오는 아이들 소리에 시달리던 <이:PS> 모 씨는 <새벽 3시:TI>쯤 윗집을 찾아갔다.
8	B-DT
일	I-DT
 	O
새	B-TI
벽	I-TI
 	O
위	O
층	O
에	O
서	O
 	O
들	O
려	O
오	O
는	O
 	O
아	O
이	O
들	O
 	O
소	O
리	O
에	O
 	O
시	O
달	O
리	O
던	O
 	O
이	B-PS
 	O
모	O
 	O
씨	O
는	O
 	O
새	B-TI
벽	I-TI
 	I-TI
3	I-TI
시	I-TI
쯤	O
 	O
윗	O
집	O
을	O
 	O
찾	O
아	O
갔	O
다	O
.	O

## klue-ner-v1_train_04042_wikitree	한편 <이날:DT> 개막식에서는 퍼포먼스로 준비한 자격루가 통째로 넘어지는 소동이 발생하기도 했다.
한	O
편	O
 	O
이	B-DT
날	I-DT
 	O
개	O
막	O
식	O
에	O
서	O
는	O
 	O
퍼	O
포	O
먼	O
스	O
로	O
 	O
준	O
비	O
한	O
 	O
자	O
격	O
루	O
가	O
 	O
통	O
째	O
로	O
 	O
넘	O
어	O
지	O
는	O
 	O
소	O
동	O
이	O
 	O
발	O
생	O
하	O
기	O
도	O
 	O
했	O
다	O
.	O

## klue-ner-v1_train_04043_wikitree	메로나는 현재 <미국:LC>, <캐나다:LC>, <브라질:LC>, <아르헨티나:LC>, <태국:LC>, <필리핀:LC>, <베트남:LC>, <말레이시아:LC>, <중국:LC>, <홍콩:LC>, <대만:LC> 등 <20여개국:QT>에 수출된다.
메	O
로	O
나	O
는	O
 	O
현	O
재	O
 	O
미	B-LC
국	I-LC
,	O
 	O
캐	B-LC
나	I-LC
다	I-LC
,	O
 	O
브	B-LC
라	I-LC
질	I-LC
,	O
 	O
아	B-LC
르	I-LC
헨	I-LC
티	I-LC
나	I-LC
,	O
 	O
태	B-LC
국	I-LC
,	O
 	O
필	B-LC
리	I-LC
핀	I-LC
,	O
 	O
베	B-LC
트	I-LC
남	I-LC
,	O
 	O
말	B-LC
레	I-LC
이	I-LC
시	I-LC
아	I-LC
,	O
 	O
중	B-LC
국	I-LC
,	O
 	O
홍	B-LC
콩	I-LC
,	O
 	O
대	B-LC
만	I-LC
 	O
등	O
 	O
2	B-QT
0	I-QT
여	I-QT
개	I-QT
국	I-QT
에	O
 	O
수	O
출	O
된	O
다	O
.	O

## klue-ner-v1_train_04044_wikitree	이들은 <청이:PS> 덕분에 더 행복해졌다고 전했다.
이	O
들	O
은	O
 	O
청	B-PS
이	I-PS
 	O
덕	O
분	O
에	O
 	O
더	O
 	O
행	O
복	O
해	O
졌	O
다	O
고	O
 	O
전	O
했	O
다	O
.	O

## klue-ner-v1_train_04045_nsmc	미드 하우스오브카드는 <시즌3:QT>까지 준비중인데 우리나라는 사람들이 똑똑해지는걸 막는거같아 아쉽네요 ᅲᅲ
미	O
드	O
 	O
하	O
우	O
스	O
오	O
브	O
카	O
드	O
는	O
 	O
시	B-QT
즌	I-QT
3	I-QT
까	O
지	O
 	O
준	O
비	O
중	O
인	O
데	O
 	O
우	O
리	O
나	O
라	O
는	O
 	O
사	O
람	O
들	O
이	O
 	O
똑	O
똑	O
해	O
지	O
는	O
걸	O
 	O
막	O
는	O
거	O
같	O
아	O
 	O
아	O
쉽	O
네	O
요	O
 	O
ᅲ	O
ᅲ	O

## klue-ner-v1_train_04046_nsmc	무슨말 필요해. 에반게리온 tv판 여러번보고 그냥 대충생략해도 볼수있는 애니였지만. 끝이 가장중요해. <1995년도:DT>에 나온 tv판 거의 그대로 갖고와서 만들었네 좋았어.
무	O
슨	O
말	O
 	O
필	O
요	O
해	O
.	O
 	O
에	O
반	O
게	O
리	O
온	O
 	O
t	O
v	O
판	O
 	O
여	O
러	O
번	O
보	O
고	O
 	O
그	O
냥	O
 	O
대	O
충	O
생	O
략	O
해	O
도	O
 	O
볼	O
수	O
있	O
는	O
 	O
애	O
니	O
였	O
지	O
만	O
.	O
 	O
끝	O
이	O
 	O
가	O
장	O
중	O
요	O
해	O
.	O
 	O
1	B-DT
9	I-DT
9	I-DT
5	I-DT
년	I-DT
도	I-DT
에	O
 	O
나	O
온	O
 	O
t	O
v	O
판	O
 	O
거	O
의	O
 	O
그	O
대	O
로	O
 	O
갖	O
고	O
와	O
서	O
 	O
만	O
들	O
었	O
네	O
 	O
좋	O
았	O
어	O
.	O

## klue-ner-v1_train_04047_nsmc	남자주인공 <바비:PS> 닮은듯 한데 나만 그런가??
남	O
자	O
주	O
인	O
공	O
 	O
바	B-PS
비	I-PS
 	O
닮	O
은	O
듯	O
 	O
한	O
데	O
 	O
나	O
만	O
 	O
그	O
런	O
가	O
?	O
?	O

## klue-ner-v1_train_04048_wikitree	<박:PS> 당선인은 이 행사를 마친 뒤 인근 <청운:LC>, <효자동:LC> 주민들로부터 환영을 받으며 <청와대:LC>에 입성하게 된다.
박	B-PS
 	O
당	O
선	O
인	O
은	O
 	O
이	O
 	O
행	O
사	O
를	O
 	O
마	O
친	O
 	O
뒤	O
 	O
인	O
근	O
 	O
청	B-LC
운	I-LC
,	O
 	O
효	B-LC
자	I-LC
동	I-LC
 	O
주	O
민	O
들	O
로	O
부	O
터	O
 	O
환	O
영	O
을	O
 	O
받	O
으	O
며	O
 	O
청	B-LC
와	I-LC
대	I-LC
에	O
 	O
입	O
성	O
하	O
게	O
 	O
된	O
다	O
.	O

## klue-ner-v1_train_04049_nsmc	영상이 너무 예쁘고 주인공들의 나레이션 <하나:QT><하나:QT>가 좋아서 씬마다 소유하고싶다는 생각이 든 영화. 팍팍한 도시속에서 외롭게 살아가는 상처를 <하나:QT>씩 안고 살아가는 사람들을 위한 영화. 너무 사랑스러운 영화.
영	O
상	O
이	O
 	O
너	O
무	O
 	O
예	O
쁘	O
고	O
 	O
주	O
인	O
공	O
들	O
의	O
 	O
나	O
레	O
이	O
션	O
 	O
하	B-QT
나	I-QT
하	B-QT
나	I-QT
가	O
 	O
좋	O
아	O
서	O
 	O
씬	O
마	O
다	O
 	O
소	O
유	O
하	O
고	O
싶	O
다	O
는	O
 	O
생	O
각	O
이	O
 	O
든	O
 	O
영	O
화	O
.	O
 	O
팍	O
팍	O
한	O
 	O
도	O
시	O
속	O
에	O
서	O
 	O
외	O
롭	O
게	O
 	O
살	O
아	O
가	O
는	O
 	O
상	O
처	O
를	O
 	O
하	B-QT
나	I-QT
씩	O
 	O
안	O
고	O
 	O
살	O
아	O
가	O
는	O
 	O
사	O
람	O
들	O
을	O
 	O
위	O
한	O
 	O
영	O
화	O
.	O
 	O
너	O
무	O
 	O
사	O
랑	O
스	O
러	O
운	O
 	O
영	O
화	O
.	O

## klue-ner-v1_train_04050_nsmc	<최진실:PS>이 가장 아름답게 나온영화인것같다!!
최	B-PS
진	I-PS
실	I-PS
이	O
 	O
가	O
장	O
 	O
아	O
름	O
답	O
게	O
 	O
나	O
온	O
영	O
화	O
인	O
것	O
같	O
다	O
!	O
!	O

## klue-ner-v1_train_04051_wikitree	<부산진경찰서:OG>는 <15일:DT> 이런 혐의(재물손괴)로 <정:PS>모(<57:QT>) 씨를 불구속 입건했다.
부	B-OG
산	I-OG
진	I-OG
경	I-OG
찰	I-OG
서	I-OG
는	O
 	O
1	B-DT
5	I-DT
일	I-DT
 	O
이	O
런	O
 	O
혐	O
의	O
(	O
재	O
물	O
손	O
괴	O
)	O
로	O
 	O
정	B-PS
모	O
(	O
5	B-QT
7	I-QT
)	O
 	O
씨	O
를	O
 	O
불	O
구	O
속	O
 	O
입	O
건	O
했	O
다	O
.	O

## klue-ner-v1_train_04052_nsmc	<주몽:PS>이랑 같이 시작했으면 이겨써!!!!
주	B-PS
몽	I-PS
이	O
랑	O
 	O
같	O
이	O
 	O
시	O
작	O
했	O
으	O
면	O
 	O
이	O
겨	O
써	O
!	O
!	O
!	O
!	O

## klue-ner-v1_train_04053_nsmc	완전 완소영화... <1925년:DT>도에 만들어진 작품이라고는 생각이 안든다...
완	O
전	O
 	O
완	O
소	O
영	O
화	O
.	O
.	O
.	O
 	O
1	B-DT
9	I-DT
2	I-DT
5	I-DT
년	I-DT
도	O
에	O
 	O
만	O
들	O
어	O
진	O
 	O
작	O
품	O
이	O
라	O
고	O
는	O
 	O
생	O
각	O
이	O
 	O
안	O
든	O
다	O
.	O
.	O
.	O

## klue-ner-v1_train_04054_wikitree	<검찰:OG>은 혼외아들 의혹이 보도된 이후 <민정수석실:OG>이 <채:PS>군 모자의 가족관계 등록정보와 출입국내역 등을 수집한 사실도 확인했으나 같은 이유로 기소하지 않았다.
검	B-OG
찰	I-OG
은	O
 	O
혼	O
외	O
아	O
들	O
 	O
의	O
혹	O
이	O
 	O
보	O
도	O
된	O
 	O
이	O
후	O
 	O
민	B-OG
정	I-OG
수	I-OG
석	I-OG
실	I-OG
이	O
 	O
채	B-PS
군	O
 	O
모	O
자	O
의	O
 	O
가	O
족	O
관	O
계	O
 	O
등	O
록	O
정	O
보	O
와	O
 	O
출	O
입	O
국	O
내	O
역	O
 	O
등	O
을	O
 	O
수	O
집	O
한	O
 	O
사	O
실	O
도	O
 	O
확	O
인	O
했	O
으	O
나	O
 	O
같	O
은	O
 	O
이	O
유	O
로	O
 	O
기	O
소	O
하	O
지	O
 	O
않	O
았	O
다	O
.	O

## klue-ner-v1_train_04055_wikitree	이는 진실로 <대한민국:OG>이 총체적 난국임을 설명하는 바이다.
이	O
는	O
 	O
진	O
실	O
로	O
 	O
대	B-OG
한	I-OG
민	I-OG
국	I-OG
이	O
 	O
총	O
체	O
적	O
 	O
난	O
국	O
임	O
을	O
 	O
설	O
명	O
하	O
는	O
 	O
바	O
이	O
다	O
.	O

## klue-ner-v1_train_04056_wikitree	<올해:DT>로 <16회:QT>를 맞은 '<2015:DT> 퀴어문화축제'가 시작됐다.
올	B-DT
해	I-DT
로	O
 	O
1	B-QT
6	I-QT
회	I-QT
를	O
 	O
맞	O
은	O
 	O
'	O
2	B-DT
0	I-DT
1	I-DT
5	I-DT
 	O
퀴	O
어	O
문	O
화	O
축	O
제	O
'	O
가	O
 	O
시	O
작	O
됐	O
다	O
.	O

## klue-ner-v1_train_04057_wikitree	<세인트루이스 카운티 경찰:OG> 대변인은 경찰관의 총격으로 <브라운:PS>이 숨졌다는 사실을 확인하고 사건을 조사하고 있다고 밝혔으나 총격 사유 등 자세한 내용은 언급하지 않았다.
세	B-OG
인	I-OG
트	I-OG
루	I-OG
이	I-OG
스	I-OG
 	I-OG
카	I-OG
운	I-OG
티	I-OG
 	I-OG
경	I-OG
찰	I-OG
 	O
대	O
변	O
인	O
은	O
 	O
경	O
찰	O
관	O
의	O
 	O
총	O
격	O
으	O
로	O
 	O
브	B-PS
라	I-PS
운	I-PS
이	O
 	O
숨	O
졌	O
다	O
는	O
 	O
사	O
실	O
을	O
 	O
확	O
인	O
하	O
고	O
 	O
사	O
건	O
을	O
 	O
조	O
사	O
하	O
고	O
 	O
있	O
다	O
고	O
 	O
밝	O
혔	O
으	O
나	O
 	O
총	O
격	O
 	O
사	O
유	O
 	O
등	O
 	O
자	O
세	O
한	O
 	O
내	O
용	O
은	O
 	O
언	O
급	O
하	O
지	O
 	O
않	O
았	O
다	O
.	O

## klue-ner-v1_train_04058_nsmc	춤은 기존 영화보다는 못하지만 춤대결같은게 아닌 사랑과 여러 스토리가 섞여서 괜찮았던듯... <미국:LC>에서는 성적이 어땠는지 궁금하다.
춤	O
은	O
 	O
기	O
존	O
 	O
영	O
화	O
보	O
다	O
는	O
 	O
못	O
하	O
지	O
만	O
 	O
춤	O
대	O
결	O
같	O
은	O
게	O
 	O
아	O
닌	O
 	O
사	O
랑	O
과	O
 	O
여	O
러	O
 	O
스	O
토	O
리	O
가	O
 	O
섞	O
여	O
서	O
 	O
괜	O
찮	O
았	O
던	O
듯	O
.	O
.	O
.	O
 	O
미	B-LC
국	I-LC
에	O
서	O
는	O
 	O
성	O
적	O
이	O
 	O
어	O
땠	O
는	O
지	O
 	O
궁	O
금	O
하	O
다	O
.	O

## klue-ner-v1_train_04059_nsmc	<송승헌:PS>, <김희선:PS>... 그렇지 뭐. 대본도 그렇고...
송	B-PS
승	I-PS
헌	I-PS
,	O
 	O
김	B-PS
희	I-PS
선	I-PS
.	O
.	O
.	O
 	O
그	O
렇	O
지	O
 	O
뭐	O
.	O
 	O
대	O
본	O
도	O
 	O
그	O
렇	O
고	O
.	O
.	O
.	O

## klue-ner-v1_train_04060_nsmc	<2d:QT>와 <3d:QT>의 부조화...고스트메신저나 기다려야겠다ᅲ
2	B-QT
d	I-QT
와	O
 	O
3	B-QT
d	I-QT
의	O
 	O
부	O
조	O
화	O
.	O
.	O
.	O
고	O
스	O
트	O
메	O
신	O
저	O
나	O
 	O
기	O
다	O
려	O
야	O
겠	O
다	O
ᅲ	O

## klue-ner-v1_train_04061_wikitree	자신의 디자인학회 공금 <1억1400여만원:QT>을 횡령하고 <교육부:OG> 산하 <한국연구재단:OG>에서 지원하는 국내학술지 지원사업비 <3300만원:QT>을 편취한 뒤 횡령 등에 가담한 여제자에게 오피스텔 보증금과 대학 등록금을 제공했다.
자	O
신	O
의	O
 	O
디	O
자	O
인	O
학	O
회	O
 	O
공	O
금	O
 	O
1	B-QT
억	I-QT
1	I-QT
4	I-QT
0	I-QT
0	I-QT
여	I-QT
만	I-QT
원	I-QT
을	O
 	O
횡	O
령	O
하	O
고	O
 	O
교	B-OG
육	I-OG
부	I-OG
 	O
산	O
하	O
 	O
한	B-OG
국	I-OG
연	I-OG
구	I-OG
재	I-OG
단	I-OG
에	O
서	O
 	O
지	O
원	O
하	O
는	O
 	O
국	O
내	O
학	O
술	O
지	O
 	O
지	O
원	O
사	O
업	O
비	O
 	O
3	B-QT
3	I-QT
0	I-QT
0	I-QT
만	I-QT
원	I-QT
을	O
 	O
편	O
취	O
한	O
 	O
뒤	O
 	O
횡	O
령	O
 	O
등	O
에	O
 	O
가	O
담	O
한	O
 	O
여	O
제	O
자	O
에	O
게	O
 	O
오	O
피	O
스	O
텔	O
 	O
보	O
증	O
금	O
과	O
 	O
대	O
학	O
 	O
등	O
록	O
금	O
을	O
 	O
제	O
공	O
했	O
다	O
.	O

## klue-ner-v1_train_04062_nsmc	스토리도 진부하고 영 아닌듯. <승만:PS>의 연기...하.
스	O
토	O
리	O
도	O
 	O
진	O
부	O
하	O
고	O
 	O
영	O
 	O
아	O
닌	O
듯	O
.	O
 	O
승	B-PS
만	I-PS
의	O
 	O
연	O
기	O
.	O
.	O
.	O
하	O
.	O

## klue-ner-v1_train_04063_nsmc	<박평식:PS> ,<이용철:PS> 평론가는 무조건 까는게 일;
박	B-PS
평	I-PS
식	I-PS
 	O
,	O
이	B-PS
용	I-PS
철	I-PS
 	O
평	O
론	O
가	O
는	O
 	O
무	O
조	O
건	O
 	O
까	O
는	O
게	O
 	O
일	O
;	O

## klue-ner-v1_train_04064_nsmc	<1점:QT>이라도 주는분들 정말 마음이 넓으시군요.
1	B-QT
점	I-QT
이	O
라	O
도	O
 	O
주	O
는	O
분	O
들	O
 	O
정	O
말	O
 	O
마	O
음	O
이	O
 	O
넓	O
으	O
시	O
군	O
요	O
.	O

## klue-ner-v1_train_04065_wikitree	<낮:TI> 최고 기온이 <35도:QT>를 넘긴 <경주:LC>와 <경산:LC>은 폭염경보가 발효됐다.
낮	B-TI
 	O
최	O
고	O
 	O
기	O
온	O
이	O
 	O
3	B-QT
5	I-QT
도	I-QT
를	O
 	O
넘	O
긴	O
 	O
경	B-LC
주	I-LC
와	O
 	O
경	B-LC
산	I-LC
은	O
 	O
폭	O
염	O
경	O
보	O
가	O
 	O
발	O
효	O
됐	O
다	O
.	O

## klue-ner-v1_train_04066_nsmc	<10점:QT>자체가 수치다 .. ᅳᅳ 평점으로 따지는게 아니다
1	B-QT
0	I-QT
점	I-QT
자	O
체	O
가	O
 	O
수	O
치	O
다	O
 	O
.	O
.	O
 	O
ᅳ	O
ᅳ	O
 	O
평	O
점	O
으	O
로	O
 	O
따	O
지	O
는	O
게	O
 	O
아	O
니	O
다	O

## klue-ner-v1_train_04067_nsmc	<조쉬:PS>의 어릴때 모습과 어른의 모습 오히려 <조쉬:PS>의 선택은 어린이가 아닌 이미 어른으로 성장했다는 사실이 아닐까...?
조	B-PS
쉬	I-PS
의	O
 	O
어	O
릴	O
때	O
 	O
모	O
습	O
과	O
 	O
어	O
른	O
의	O
 	O
모	O
습	O
 	O
오	O
히	O
려	O
 	O
조	B-PS
쉬	I-PS
의	O
 	O
선	O
택	O
은	O
 	O
어	O
린	O
이	O
가	O
 	O
아	O
닌	O
 	O
이	O
미	O
 	O
어	O
른	O
으	O
로	O
 	O
성	O
장	O
했	O
다	O
는	O
 	O
사	O
실	O
이	O
 	O
아	O
닐	O
까	O
.	O
.	O
.	O
?	O

## klue-ner-v1_train_04068_nsmc	감독의 시선은 <조선시대:DT>이건만.. ᅳᅳ
감	O
독	O
의	O
 	O
시	O
선	O
은	O
 	O
조	B-DT
선	I-DT
시	I-DT
대	I-DT
이	O
건	O
만	O
.	O
.	O
 	O
ᅳ	O
ᅳ	O

## klue-ner-v1_train_04069_nsmc	나를밤새게 만드는 드라마 부활!나는 <서하은:PS>이며 <유강혁:PS>이고, <유신혁:PS>의 분신입니다.
나	O
를	O
밤	O
새	O
게	O
 	O
만	O
드	O
는	O
 	O
드	O
라	O
마	O
 	O
부	O
활	O
!	O
나	O
는	O
 	O
서	B-PS
하	I-PS
은	I-PS
이	O
며	O
 	O
유	B-PS
강	I-PS
혁	I-PS
이	O
고	O
,	O
 	O
유	B-PS
신	I-PS
혁	I-PS
의	O
 	O
분	O
신	O
입	O
니	O
다	O
.	O

## klue-ner-v1_train_04070_wikitree	수색 인력을 기존 <340여명:QT>에서 <100여명:QT> 늘렸으며 수색 범위는 <팔달산:LC>에서 <수원:LC> 전역을 포함한 인접지역까지 확대했다.
수	O
색	O
 	O
인	O
력	O
을	O
 	O
기	O
존	O
 	O
3	B-QT
4	I-QT
0	I-QT
여	I-QT
명	I-QT
에	O
서	O
 	O
1	B-QT
0	I-QT
0	I-QT
여	I-QT
명	I-QT
 	O
늘	O
렸	O
으	O
며	O
 	O
수	O
색	O
 	O
범	O
위	O
는	O
 	O
팔	B-LC
달	I-LC
산	I-LC
에	O
서	O
 	O
수	B-LC
원	I-LC
 	O
전	O
역	O
을	O
 	O
포	O
함	O
한	O
 	O
인	O
접	O
지	O
역	O
까	O
지	O
 	O
확	O
대	O
했	O
다	O
.	O

## klue-ner-v1_train_04071_wikitree	<경찰:OG>은 그가 <2011년 12월 19일:DT> <중국 산둥(山東)성 웨이하이(威海):LC>의 한 가라오케에서 급성 심근경색으로 사망했다고 발표했으나 목격설, 생존설이 끊이지 않고 있다.
경	B-OG
찰	I-OG
은	O
 	O
그	O
가	O
 	O
2	B-DT
0	I-DT
1	I-DT
1	I-DT
년	I-DT
 	I-DT
1	I-DT
2	I-DT
월	I-DT
 	I-DT
1	I-DT
9	I-DT
일	I-DT
 	O
중	B-LC
국	I-LC
 	I-LC
산	I-LC
둥	I-LC
(	I-LC
山	I-LC
東	I-LC
)	I-LC
성	I-LC
 	I-LC
웨	I-LC
이	I-LC
하	I-LC
이	I-LC
(	I-LC
威	I-LC
海	I-LC
)	I-LC
의	O
 	O
한	O
 	O
가	O
라	O
오	O
케	O
에	O
서	O
 	O
급	O
성	O
 	O
심	O
근	O
경	O
색	O
으	O
로	O
 	O
사	O
망	O
했	O
다	O
고	O
 	O
발	O
표	O
했	O
으	O
나	O
 	O
목	O
격	O
설	O
,	O
 	O
생	O
존	O
설	O
이	O
 	O
끊	O
이	O
지	O
 	O
않	O
고	O
 	O
있	O
다	O
.	O

## klue-ner-v1_train_04072_nsmc	<엔야:PS>의 only time노래가 흐를때 눈물이,,,,
엔	B-PS
야	I-PS
의	O
 	O
o	O
n	O
l	O
y	O
 	O
t	O
i	O
m	O
e	O
노	O
래	O
가	O
 	O
흐	O
를	O
때	O
 	O
눈	O
물	O
이	O
,	O
,	O
,	O
,	O

## klue-ner-v1_train_04073_nsmc	<대구:PS><대구:PS> <은대구:PS> <이승기:PS>의 연기 정말 좋고, 더불어 화면 장악력이 짱임..ᄒ
대	B-PS
구	I-PS
대	B-PS
구	I-PS
 	O
은	B-PS
대	I-PS
구	I-PS
 	O
이	B-PS
승	I-PS
기	I-PS
의	O
 	O
연	O
기	O
 	O
정	O
말	O
 	O
좋	O
고	O
,	O
 	O
더	O
불	O
어	O
 	O
화	O
면	O
 	O
장	O
악	O
력	O
이	O
 	O
짱	O
임	O
.	O
.	O
ᄒ	O

## klue-ner-v1_train_04074_wikitree	이에 <A:PS>경위는 '바다가 참 아름답습니다'라며 메시지 <한 통:QT>을 더 보냈다.
이	O
에	O
 	O
A	B-PS
경	O
위	O
는	O
 	O
'	O
바	O
다	O
가	O
 	O
참	O
 	O
아	O
름	O
답	O
습	O
니	O
다	O
'	O
라	O
며	O
 	O
메	O
시	O
지	O
 	O
한	B-QT
 	I-QT
통	I-QT
을	O
 	O
더	O
 	O
보	O
냈	O
다	O
.	O

## klue-ner-v1_train_04075_nsmc	별 아예 안주려다가 <진태현:PS> 연기가 참 소름끼쳐서 드리고 갑니다
별	O
 	O
아	O
예	O
 	O
안	O
주	O
려	O
다	O
가	O
 	O
진	B-PS
태	I-PS
현	I-PS
 	O
연	O
기	O
가	O
 	O
참	O
 	O
소	O
름	O
끼	O
쳐	O
서	O
 	O
드	O
리	O
고	O
 	O
갑	O
니	O
다	O

## klue-ner-v1_train_04076_nsmc	진짜 재밌네여 ᄏᄏᄏ소녀K 화이팅~<한그루:PS> 화이팅!!^^
진	O
짜	O
 	O
재	O
밌	O
네	O
여	O
 	O
ᄏ	O
ᄏ	O
ᄏ	O
소	O
녀	O
K	O
 	O
화	O
이	O
팅	O
~	O
한	B-PS
그	I-PS
루	I-PS
 	O
화	O
이	O
팅	O
!	O
!	O
^	O
^	O

## klue-ner-v1_train_04077_nsmc	<쿠바 구딩 주니어:PS>의 권투실력은 가히 수준급....
쿠	B-PS
바	I-PS
 	I-PS
구	I-PS
딩	I-PS
 	I-PS
주	I-PS
니	I-PS
어	I-PS
의	O
 	O
권	O
투	O
실	O
력	O
은	O
 	O
가	O
히	O
 	O
수	O
준	O
급	O
.	O
.	O
.	O
.	O

## klue-ner-v1_train_04078_nsmc	<남상미:PS> 연기는 나쁜건 아니지만 너무 <구혜선:PS> 연기 같아서 좀..긍정적으로 보는데 출판사 주인도 없는집 들어와서 사진찍고 주인공 괴로워하는데 쫓아다니고..
남	B-PS
상	I-PS
미	I-PS
 	O
연	O
기	O
는	O
 	O
나	O
쁜	O
건	O
 	O
아	O
니	O
지	O
만	O
 	O
너	O
무	O
 	O
구	B-PS
혜	I-PS
선	I-PS
 	O
연	O
기	O
 	O
같	O
아	O
서	O
 	O
좀	O
.	O
.	O
긍	O
정	O
적	O
으	O
로	O
 	O
보	O
는	O
데	O
 	O
출	O
판	O
사	O
 	O
주	O
인	O
도	O
 	O
없	O
는	O
집	O
 	O
들	O
어	O
와	O
서	O
 	O
사	O
진	O
찍	O
고	O
 	O
주	O
인	O
공	O
 	O
괴	O
로	O
워	O
하	O
는	O
데	O
 	O
쫓	O
아	O
다	O
니	O
고	O
.	O
.	O

## klue-ner-v1_train_04079_wikitree	이에 대해 일부에서는 <황:PS> 박사가 줄기세포 연구와 관련한 규제 완화 등의 지원을 요청하고자 <국회:OG>를 찾은 것 아니냐는 관측도 나오고 있다.
이	O
에	O
 	O
대	O
해	O
 	O
일	O
부	O
에	O
서	O
는	O
 	O
황	B-PS
 	O
박	O
사	O
가	O
 	O
줄	O
기	O
세	O
포	O
 	O
연	O
구	O
와	O
 	O
관	O
련	O
한	O
 	O
규	O
제	O
 	O
완	O
화	O
 	O
등	O
의	O
 	O
지	O
원	O
을	O
 	O
요	O
청	O
하	O
고	O
자	O
 	O
국	B-OG
회	I-OG
를	O
 	O
찾	O
은	O
 	O
것	O
 	O
아	O
니	O
냐	O
는	O
 	O
관	O
측	O
도	O
 	O
